상품코드,상품명,ABC,단품가로(mm),단품세로(mm),단품높이(mm),중량(g)
MTFMUFD001-V01,민트팩토리 원 드롭 셋-업 파운데이션21 래스팅 아이보리,B,86,47,41,132
900008,워터페인트 250ml 12색,A,81,11,43,197
O1FBCB20146XXX,엘레나 크로스바디 STONE GREY,A,14,30,1,20
O2SBSD02133XXX,레아 숄더_SAND BROWN,A,46,9,9,28
O1FPAC03009XXX,QUEEN BLACK,B,43,53,58,281
CMZ110038,마약박스 냥이버스,C,39,85,7,5
O1SBBC15014XXX,사나 버킷 WARM GRAY XXX,A,99,29,51,288
O9SBCB21009XXX,다이너 크로스바디 BLACK XXX,C,20,36,67,204
10000920002,싱글 브레스트 슬림핏 롱 코트-네이비-M,C,35,62,83,270
8809744190112,(1매)구디즈 KF94 마스크(화이트/흰색),B,51,74,50,270
O9SSDV27062230,데이나 포포 드라이빙슈즈 LAVENDER 230,B,20,37,58,39
8809823070434,Handle Strap Laptop Pouch / iPad-16 inch사이즈: L(15-16인치 용) / 색상: 더스티로즈,B,13,2,93,143
8809079202863,제주 연꽃잎 샴푸 중건성 타입,B,88,96,42,35
10000920001,싱글 브레스트 슬림핏 롱 코트-네이비-S,B,26,83,69,197
O1FSSS51003235,Alley Sneakers IVORY,C,10,78,72,85
AB-DP5_A,드롭퍼세트5-A(비닐포장),B,8,66,88,175
8809653770610,브레스 대형,A,67,88,40,162
0057-72,new 로고티 - 핑크,B,76,44,35,6
s0006,사노핏 사과초모식초 젤리,B,11,47,88,69
O9SSDV27062225,데이나 포포 드라이빙슈즈 LAVENDER 225,A,20,60,96,85
802980111116,히말라야 핑크솔트,B,64,31,44,125
CMZ110571,조개빗브라운,B,87,75,70,110
CMZ110366,스컹크,A,88,67,59,53
O2FBCB01009XXX,캐리R 크로스바디_BLACK,C,55,89,53,283
3926909090,Silicone colander strainer ,B,94,57,2,161
AB-PC10,칼라컵10,B,14,80,98,14
O2SBTT11009XXX,코지 토트+BLACK,B,22,77,33,113
10007720001,stripe slim rib knit-grey-onesize,B,93,29,18,93
70311013,2개월만에 끝내는 하루5분기초일본어회화,A,77,4,62,121
O0FBCB43150XXX,루키 크로스바디-SPACE BLUE,C,53,11,47,190
8809772780095,제주 연꽃잎 무실리콘 중건성 샴푸 260ml,B,47,57,54,245
8809733531117,"포인트앤뷰 종이질감 MAG_BLC 프로3세대 M1 11""",C,86,93,34,78
10011720001,[TA212JK05P] tailored velvet coat-navy-0,B,22,12,42,225
O1FBTT70231XXX,엘프나 토트 DEEP GREEN,B,50,54,37,125
7613036961646,스타벅스 에스프레소 로스트 10캡슐,A,27,85,7,1
O1SBBC70130XXX,마틀렌 버킷 VANILLA CREAM XXX,B,32,39,94,142
0210SET7,"4종세트-크림 1,반지롱세럼 1,에센스 1,스킨",C,38,87,37,264
O2SBCB41009XXX,로렌 크로스바디_BLACK,B,14,38,64,51
O2SBBC21149XXX,루미 버킷_BUTTER CREAM,C,93,82,63,188
O0FSHT46009235,그리니 하이탑 스니커즈 BLACK,C,30,52,62,146
72CP-010224,"개인정보 보호필름 24"" W9_쿠팡제트배송",A,41,26,88,213
7118409000011,이음카드[사진편],B,93,34,49,256
10013520002,[TA221SH41P] soft volume blouse-mint grey-2,C,61,62,60,26
8801121768068,[앨리슨]아몬드 브리즈 초콜릿 190ml 24개입,C,15,16,3,121
8809733531193,"포인트앤뷰 종이질감 MAG_BLC 갤럭시 북프로 360 15""W9",C,89,55,13,59
0159-004,모카 마스크 ,A,20,87,79,92
10010220001,[TA212CT02P] A-line single long coat-greige-0,A,76,45,94,215
72SQ-020600,포인트앤뷰 BLC 15.6W9,A,79,42,35,33
10011720001,[TA212JK05P] tailored velvet coat-navy-0,B,9,95,46,42
Sunday T/sh-Ivory-M,선데이-아이보리,C,27,57,4,50
s0012,사노핏 몽모랑시 타트체리,A,35,84,61,280
O0SBCL54007XXX,테일러 클러치 PEWTER XXX,C,36,38,53,273
8809079207219,더퓨어로터스 제주 보태니컬 선크림,B,56,10,40,98
RR_6,고무롤러6,B,66,38,82,118
AB_CS_VGSF,MS_해바라기,B,46,71,70,50
CMZ110465,동물의 숲 악어,B,82,46,58,252
IN-PC-001,인소의 법칙 엽서세트 (3종+봉투),A,75,33,68,52
8809733531223,"포인트앤뷰 종이질감 MAG_BLC LG 그램360 14""W",A,35,99,21,94
10013320003,[TA221KT23P] color block cashmere knit-brown-2,B,36,37,25,145
8809653771143,에어퀸 네오마스크(2매)(애쉬 그레이)[낱장피킹],C,31,80,91,66
10010920002,[TA212JK07P_TA212SK07P] tweed pocket skirt set up(set)-1,B,41,8,46,103
CMZ110908,발톱깎기블루,A,79,13,22,243
O0SPAC02009XXX,램지팟 BLACK XXX,B,5,92,34,264
CNLMULS001-V02,비트윈러브 틴티드 립 #RD01,C,23,16,22,88
CMZ110403,동물마을 고래,A,27,94,96,59
O8FBCB21043XXX,제라드 크로스바디 SMOKY GREEN XXX,B,33,63,88,275
AB-COSF,CO_눈결정,A,28,15,50,203
O1FCLW02009066,LEATHER RUFFLE BOMBER BLACK,B,30,24,28,230
0057-76,new 로고티 - 카키,B,93,30,33,221
LSSS21B002BK,스와치백 블랙,A,90,53,32,286
8809733530066,칠십이스퀘어핸드세니타이저액(에탄올)-30ml,B,24,95,52,253
AB-PC10,칼라컵10,A,54,8,85,61
O0FCPT210090FR,애플프린트 조거팬츠BLACK,B,57,40,58,269
8809079206847,제주 연꽃잎 에센스 로션,C,44,75,91,223
10012920002,[2차 리오더] [TA221JK04P] snow white classic jacket-ivory-1,B,74,15,55,66
8809393501260,프루낵 콜라 초코 12개입,B,36,48,61,245
Love ya T/sh-M-grey-L,러브야-멜란지 그레이,A,68,67,17,178
CMZ111288,박력냥,B,16,31,33,59
CMZ111257,꺼내줘냥,A,51,5,68,28
8809793590147,쓰리블랜드오일 미니 쿨리,A,18,46,34,188
O0SBCB87048XXX,루빈 크로스바디 CLOUD XXX,B,61,96,36,220
8809653770498,에어퀸 브레스 중형 1팩 (팩피킹),C,53,8,23,210
8809653770511,에어퀸 브레스 나이트 1팩(팩피킹),C,45,78,2,124
2101FD011,옛새 피그드레스 오 드 퍼퓸 11ML,C,42,76,19,277
O0SBCB90004XXX,데이지 크로스바디 CREAM XXX,A,88,95,20,203
8809823070106,웨이브백 세로형 베이지,A,36,47,56,107
O2SBSD31009XXX,노아 숄더_BLACK,B,19,45,10,154
CMZ110595,조개빗오렌지,C,17,26,64,148
DEF002,블랙 삼각 덤벨(2kg),B,21,85,55,213
0214-80,세트박스 패드 (샴푸 260ML 2종),A,94,76,98,67
9791191687019,유하다요기초일본어6,A,77,75,85,299
O0SBTT25118XXX,로스코토트 TOFFEE TAN,C,65,78,28,277
O1SBCB24130XXX,엘프나 크로스바디 VANILLA CREAM XXX,B,1,52,79,65
0057-73,new 로고티 - 그레이,C,94,18,40,52
IN-SS-001, 인소의 법칙 수면안대 A단이,B,78,53,46,232
7118409000057,갈등해결질문카드,A,62,83,88,165
O1SPLP16130XXX,티라 1단 장지갑 VANILLA CREAM XXX,B,67,85,94,38
O1FBTT55009XXX,벨라 토트 BLACK,A,80,84,55,42
O0FBTT84004XXX,로티 새들 토트CREAMXXX,C,9,2,84,132
9791197250880,유하다요기초일본어3,A,65,28,31,199
O0FSSO02009235,벨로아 헤리티지 스니커즈 BLACK 235,A,52,55,48,29
0159-007,MOCAR 티셔츠 (화이트M),B,80,31,35,142
O1SBCB27130XXX,알리 크로스바디 VANILLA CREAM XXX,A,15,62,41,180
BL2103,버튼립스틱 07.퓨어코랄,C,36,35,84,258
O9SBCB81138XXX,로티새들크로스바디 BABY GREEN XXX,B,52,27,18,231
O0FBTT21009XXX,케이티 크로커 미니토트BLACKXXX,B,36,78,30,44
8809393501147,프루낵 화이트 초코 5개입,B,89,33,31,149
7613036961844,스타벅스 디카프 10캡슐,A,29,25,77,186
8809733531018,"포인트앤뷰 종이질감 MAG_BLC A7 10.4""",B,31,89,92,259
358122231,XVANCE GP7000 5W30 1L(V),C,37,91,80,204
72SQ-010214,"포인트앤뷰 개인정보 보호필름 14.1"" W",C,99,86,96,34
0210SET7,"4종세트-크림 1,반지롱세럼 1,에센스 1,스킨",A,86,94,21,272
O2SGAC11116XXX,가죽 파우치_SHADOW YELLOW,A,76,21,37,19
O2SBSD59153XXX,마라케시 2 숄더_MANGO SORBET,A,25,42,8,74
8809657119231,길라 롱웨어 디디 쿠션 #02,B,46,97,56,56
900022,워터페인트 250ml 검정색,C,16,53,72,285
RM204J017YE,다이애나 스파클 허기 이어링 YELLOW_F,B,7,33,65,150
CMZ110779,도미,C,29,18,91,166
O9FSAK22009250,셀럽 엣지 첼시부츠 BLACK 250,C,5,94,30,93
8809733531124,"포인트앤뷰 종이질감 MAG_BLC 에어4세대 10.9""",C,74,42,39,262
Sweatshirts Brown=XL,Ballon Sweatshirts (Brown)(사이즈=XL),C,80,17,35,131
O1SBTT37009XXX,아미나 토트 BLACK,A,28,96,21,216
900085,CB_배,B,74,41,95,173
0057-80,트레이닝 셋업 하의 - 블랙,B,82,70,29,80
O1SBCB24132XXX,엘프나 크로스바디 BABY YELLOW XXX,B,45,22,61,1
O0SCTS080010FR,HEART EMBROIDERY T-SHIRTS O0SCTS080010FR,C,28,77,23,227
O2SBCB66152XXX,비브 크로스바디_STOCK PURPLE,B,21,47,67,80
O1FSSS51009240,Alley Sneakers BLACK,B,98,68,32,259
LSSS21B004SB,스위치백 크로커 샌드베이지,B,25,37,82,204
0161-013,"켄싱턴 마스터카톤 XXL [25""~30""인치]",B,18,83,10,37
900114,스핀아트 ,A,7,59,7,245
O1SBSD64009XXX,티라 숄더 BLACK XXX,C,16,21,17,176
RM204J011MT,플로라 포스트 이어링 MULTI_F,A,33,15,45,40
0159-002,모카 머그컵,B,23,42,19,287
CNLMULS009-V01,플러피 벨벳 립 무스 #OR01,C,15,21,90,227
8801121025666,[앨리슨]아몬드 브리즈 뉴트리플러스 프로틴 190ml 24개입(18801121031015),A,55,11,77,254
CMZ111639,고양이터널반원형노랑,C,88,69,99,125
UG-ID-001,녹색전상 증명사진세트 vol.1,C,11,83,22,267
9791195941162,치매를 위한 작업치료 중재 용어집,A,98,7,53,53
0057-74,new 로고티 - 레몬,B,71,99,83,154
10013520002,[TA221SH41P] soft volume blouse-mint grey-2,A,31,35,47,212
O1FBCB51139XXX,지지 크로스바디 FOSSIL TAUPE,A,41,16,39,294
9791191687026,유하다요기초일본어7,B,59,1,31,140
Logo Hoody L-grey-L,Small Logo Hoody (L/grey)(사이즈=L),A,69,35,42,265
8809653771136,에어퀸 네오마스크(2매)(밀키 베이지)[낱장피킹],B,14,68,19,155
O0SBCB24118XXX,로스코미니크로스바디,A,41,43,15,144
O9SBCB81048XXX,로티새들 크로스바디 CLOUD,A,28,82,29,26
358122101,XVANCE ULTRA 5W30 1L,A,29,21,33,182
VD-MK-003,악역의 엔딩은 죽음뿐 금속 키링 C 이클리스,A,66,26,15,215
O1FBSD65009XXX,제너 숄더 BLACK,B,94,56,24,261
NBPA7F803E1522000,"CRT300ME, (15)Gray, 220",C,44,25,5,113
0160-03,닥터도넛 말고기 펫샐러드,A,16,30,45,98
CMZ110458,동물의 숲 곰,A,56,98,68,53
8809990340286,리필팩-젖병세정제,A,6,60,24,63
O9FHDW01065055,PREMIUM GOOSE DOWN JKT WOMEN DUSTY ROSE 055,A,90,24,51,33
O1SBTT37130XXX,아미나 토트 VANILA CREAM,A,31,54,8,6
O1FBSD65130XXX,제너 숄더 VANILLA CREAM,C,42,74,28,247
900017,워터페인트 250ml 파랑색,C,51,7,83,232
O0FCLW07081066,스웨이드 롱트렌치 쟈켓CAMEL,B,7,84,14,17
RM204H005GN,핸드메이드 소프트 셔닐 스크런치(오션) GREEN_F,B,95,20,2,282
Logo Hoody Black-S,로고 후드-블랙 컬러,B,69,59,64,194
8809733531131,"포인트앤뷰 종이질감 MAG_BLC 9세대 10.2""",A,3,40,91,27
O1FCJK10078055,LEATHER BUTTON UP CROP JACKET,A,79,3,35,166
CMZ110366,스컹크,B,72,59,93,108
O0FCLW07081066,스웨이드 롱트렌치 쟈켓CAMEL,C,36,37,74,129
O8FCDR16009066,ETHNIC POINT DRESS BLACK 066,B,94,31,21,124
8809079201750,더퓨어로터스 연꽃잎 알로에 진정세럼,C,32,89,36,243
O1SCPT02042066,CARGO PANTS - KHAKI 066,C,72,93,46,30
CMZ110182,캔디실 막대봉,C,28,16,20,222
LSSS21B004BM,스위치백 크로커 블루미스트,C,98,95,96,276
RH-AF-001,악모래 아크릴 액자 시리즈 A,C,27,56,58,35
8809823070250,루트백팩 피넛,A,8,4,94,275
0133-11,애플사이다비니거 분말 미국산,C,69,7,33,262
O1SBSD49009XXX,나디아 숄더 BLACK XXX,B,4,62,4,82
NBPD9S107B19290,"MSX90RPA, (19)Black, 290",B,49,55,34,231
O9FHLW03009044,URBAN CHIC LEATHER JACKET WOMEN BLACK 044,A,81,87,42,279
O2SBSD61009XXX,스텔라 숄더_BLACK,B,95,67,96,280
O2SBSD02133XXX,레아 숄더_SAND BROWN,A,32,90,55,155
O9FSAK61009230,빅터 누벅 첼시부츠 BLACK 230,A,73,17,61,224
O0FBTT22231XXX,케이티 미니토트DEEP GREENXXX,B,50,97,44,137
Logo Hoody Black-L,로고 후드-블랙 컬러,C,28,41,26,99
8809733530066,칠십이스퀘어핸드세니타이저액(에탄올)-30ml,B,35,32,59,201
72SQ-010113,"포인트앤뷰 개인정보 보호필름 13.3"" W9",B,86,27,18,269
20HAOULYE,"[하울팟]아웃도어 하네스,L,엘로우",A,24,89,57,168
2111DK000,옛새 디스커버리 키트(샘플),B,70,61,74,31
IN-AK-004,인소의 법칙 아크릴 키링 D. 유천영,C,8,80,53,169
O1SBCB66009XXX,케시 크로스바디 - BLACK,B,13,96,75,220
AB_RPD,롤지거치대,A,99,65,78,61
8809465970314,은가비 감귤대추한과,A,75,24,67,273
8809823070120,페블 파우치 아이보리,A,41,97,64,255
8809375784872,긁지말개 황태 저키(100G),B,6,14,89,100
8809764510020,(1매) 프리스틴 KF94 마스크(새부리형/화이트),B,61,2,89,27
PYS00634KLF,리브백(리자드LZ)-PYS00634-케일,C,10,81,61,81
O0FBBC78004XXX,밴슨 스트링버킷CREAMXXX,A,91,14,98,248
8003753158730,캡슐커피: 일리 네스프레소 호환캡슐 롱고 ,A,22,74,21,281
1140040111003,칫솔케이스-블루,C,28,12,77,58
900011,워터페인트 250ml 빨강색,C,7,11,99,272
O0FSHT46009245,그리니 하이탑 스니커즈 BLACK,A,94,86,2,14
POPMUGL002-V01,팝시노트 피치 다이아몬드,A,44,67,81,274
CMZ110892,발톱깎기핑크,C,37,27,97,31
O1SBCB31009XXX,로즈버드 크로스바디 BLACK XXX,A,8,60,94,208
O1SBSD57136XXX,마라케시 숄더 TANGERINE XXX,B,46,17,64,289
CBR_10,칼라붓10,B,72,23,52,277
O9SSDV27002225,데이나 포포 드라이빙슈즈 SILVER 225,A,28,56,27,219
O1FBSD10139XXX,미셀 숄더 FOSSIL TAUPE,A,93,11,11,106
BL2101,버튼립스틱 01.엘레강스레드,A,20,76,43,55
10012920001,[2차 리오더] [TA221JK04P] snow white classic jacket-ivory-0,B,56,86,80,66
GNGHRTR001-V01,헤어 트리트먼트 클리어 블랙,C,17,72,60,214
7118409000005,토킹피스 하트(화이트),A,15,93,66,167
CMZ0035,고양이 두더지 박스,C,57,53,62,27
0159-008,MOCAR 티셔츠 (화이트XL),C,61,54,19,183
5727UUU-001A,"베르벨라파운데이션팩트COSMOS,,,",B,80,50,94,56
0057-70,new 로고티 - 화이트,B,80,19,45,67
O0FBBP06009XXX,엘리백팩BLACK,A,56,11,69,258
7118409000040,평화형성질문카드,A,70,86,68,120
Logo Hoody L-grey-S,Small Logo Hoody (L/grey)(사이즈=S),A,94,51,29,271
DOTCP10_FA,도트 칼라색칠도안 숲속동물 10매(8절) ,A,2,9,29,13
O9SPPW45142XXX,헤리티지S폰월렛 JADE GREEN,C,60,38,63,207
CP_RT(S),CP_직사각(소),C,53,73,96,261
CNLMULS004-V02,비트윈러브 틴티드 립 #CR01,C,64,84,19,198
O9SPPW45048XXX,헤리티지S폰월렛 CLOUD XXX,B,16,69,45,151
DEF003,블랙 삼각 덤벨(3kg),B,78,7,21,89
O1FBTT03144XXX,테일러 미니 토트 BOTTLE GREEN,B,39,39,72,187
900022,워터페인트 250ml 검정색,A,77,18,20,62
8801121763957,[앨리슨]아몬드 브리즈 오리지널 950ml ,C,87,99,61,34
O1SBSD64118XXX,티라 숄더 TOFFEE TAN,A,53,40,49,19
900087,CB_비행기,C,54,50,84,288
NKPM6S537B0M130,"KA207PBI, M, 130",C,22,55,90,216
CMZ110748,우유팩바나나,A,16,16,26,116
5727UUU-004A,"베르벨라파운데이션팩트AURORA,,,",B,52,5,80,196
10012920002,[2차 리오더] [TA221JK04P] snow white classic jacket-ivory-1,B,18,60,50,14
7118409000255,실천약속카드,A,63,75,72,151
O9SSSR78019230,크루니슬리퍼 CARAMEL 230,C,87,35,68,252
72SQ-005070,72스퀘어 안티포그 스프레이,A,38,7,29,165
8809516971888,EK모이스쳐인텐시브크림,C,99,83,78,166
O0FCPT211290FR,애플프린트 조거팬츠MELANGE BEIGE,B,27,21,54,202
72SQ-0010101,72square 스타일 마스크 매쉬 블랙 L,C,50,6,35,134
1KSENV,스타아이드 키링(네이비),B,83,27,31,295
Logo Hoody L-grey-S,Small Logo Hoody (L/grey)(사이즈=S),C,17,37,83,282
AB-CBSC,CB_허수아비,A,33,12,13,243
O0SPAC02009XXX,램지팟 BLACK XXX,A,6,22,12,131
0210SET5,"3종세트A-크림 2,스킨 1,비누 2,크림샘플 1",C,44,72,41,152
Basic T/sh White-M,티셔츠-화이트 컬러,C,94,59,29,34
CMZ0035,고양이 두더지 박스,B,25,97,37,281
RM212S001WT235,RM212S001 WHITE,C,5,22,1,240
CMZ111370,반팔티살구,A,11,55,83,112
8809079207219,더퓨어로터스 제주 보태니컬 선크림,A,49,99,22,104
Logo Hoody grey-S,로고 후드-그레이 컬러,C,10,87,53,175
IN-AK-002,인소의 법칙 아크릴 키링 B. 반여령,B,14,20,92,19
Logo Hoody Blue-L,로고 후드-블루 컬러,B,71,50,10,217
O1SPPW13099XXX,제마 폰월렛 SKY BLUE XXX,C,30,94,94,278
O2SBCB46149XXX,루키 크랙 크로스바디-BUTTER CREAM,B,25,66,19,80
O1FSSS51011245,Alley Sneakers GREY,C,98,98,74,123
O9SSDV27062225,데이나 포포 드라이빙슈즈 LAVENDER 225,C,91,37,94,243
7613036958981,스타벅스 카페 베로나 10캡슐,C,53,86,23,145
7118409000026,토킹피스 불꽃,C,12,46,74,136
O0FPAC06011XXX,멜란지 야니랩GREY,A,54,80,30,205
O1FBTT31145XXX,조앤 토트-WAVE BLUE,A,72,6,23,44
Stripe T/sh-Blue-M,스트라이프-블루,B,16,23,36,26
O0FBSP38009XXX,제이미 N 쇼퍼BLACK,A,40,16,65,172
7118409000187,더자람 스티커(7118409000163),A,15,37,47,84
10004220002,stripe wide pintuck pants-stripe-m,C,37,5,38,75
O1FBCB20146XXX,엘레나 크로스바디 STONE GREY,C,41,44,13,39
O1FBCB37231XXX,리사 크로스바디 DEEP GREEN,C,33,87,50,239
NBNS74W14219070,"WOMEN 사선 그래픽 레깅스, Black, 070",B,79,6,70,96
8802863124532,제이엠 비컴포르테,A,36,48,22,74
CMZ110557,깃털 창문 장난감,B,86,52,66,62
RM204S007WH235,윈드레이서 스프리트,B,57,85,98,72
10011720002,[TA212JK05P] tailored velvet coat-navy-1,C,86,19,49,91
O0SBCL54007XXX,테일러 클러치 PEWTER XXX,A,5,50,31,88
0057-74,new 로고티 - 레몬,C,44,85,73,96
O1SBSD49009XXX,나디아 숄더 BLACK XXX,C,28,37,23,154
IN-AK-004,인소의 법칙 아크릴 키링 D. 유천영,B,27,4,99,93
O1FBSD10009XXX,미셀 숄더 BLACK,C,28,27,39,30
O8SCTS15009066,LONG SLV LEATHER PTCH TS BLACK 066,B,54,28,55,242
O9FHSK0723100L,FLARE LEATHER SKIRT DEEP GREEN 00L,B,81,59,24,14
AB-CBDS,CB_공룡,B,28,37,17,79
O1FSSS51009235,Alley Sneakers BLACK,C,52,29,26,41
O2SBSD26151XXX,엘프나 숄더_SWEET GREEN,C,17,74,88,287
O1SBSD64009XXX,티라 숄더 BLACK XXX,A,59,56,39,30
72SQ-010117,"포인트앤뷰 개인정보 보호필름 17"" W",C,54,77,56,292
RM204J008GD,미정마야 버블드 클러스터 허기 이어링 GOLD_F,C,48,70,61,217
CMZ111684,지퍼숨숨집S,C,32,89,22,174
8809764510020,(1매) 프리스틴 KF94 마스크(새부리형/화이트),C,84,46,87,166
RM211H006DY,Ponytail Medium Scrunchie Dark Gray,C,26,96,54,109
900052,페인트파레트,A,72,82,22,150
O1SBBC70130XXX,마틀렌 버킷 VANILLA CREAM XXX,A,31,61,10,227
UG-AFS-001,아크릴 액자 3종세트(개별3종)+ 특전카드 ,C,47,93,12,32
10013820002,[TA221VT53P] stitch slim vest-black-1,A,70,47,43,293
8809733531179,"포인트앤뷰 지문방지 AFP_BLC 갤럭시 북프로 360 13""W9",C,55,26,35,108
8809389351718,에콜린 마마스 케어크림 ,B,54,75,20,238
O1SCDR010090FR,SHIRTS COLLAR GATHER DRESS - BLACK 0FR,C,18,74,85,229
CMZ110694,고양이연어고기사료,A,24,81,87,91
ADLSKCR001-V01,엘드라뽀 쓰리 세컨 루미너스 크림,C,96,46,6,129
Short Pants M-grey-M,반바지-그레이 컬러,A,26,62,56,161
900020,워터페인트 250ml 흰색,C,98,22,29,186
RM204J012PC,하트 스테이트 펜던트 넥크리스 PEACH_F,B,49,3,73,127
VD-PC-001,악역의 엔딩은 죽음뿐 엽서세트 (6종+봉투),B,84,75,47,289
IN-AS-004,인소의 법칙 아크릴 스탠드 D. 권은형,C,52,98,85,151
GNGHRTR004-V01,고잉그레이 트리트먼트 에쉬로제,B,99,40,57,88
O2SBBC29155XXX,알리 버킷+KELLY GREEN,A,78,95,4,261
8809653771211,에어퀸 에센셜 생리대 롱라이너 20P,B,52,18,31,250
 JRD_DOT2_AP ,도트마카북세트,A,42,36,83,72
20LSOU0BE,"[하울팟]아웃도어 리드줄,F,베이지",B,2,57,68,31
NBPD8S530W10260,"U520DA, White, 260",B,8,60,93,56
O9FHPT0625900S,WIDE LEATHER PANTS BRICK 00S,C,41,81,99,188
O1FSSO54009230,헤리티지 L 스니커즈 BLACK,C,19,3,28,138
O8FBCB21009XXX,제라드 크로스바디 BLACK XXX,C,85,88,67,292
O1FBBC16009XXX,셀레나 버킷 BLACK,A,31,23,83,22
8809668703849,비타민C 포뮬러 7포,B,10,5,3,246
CMZ110526,스테인레스 끈 1개,B,58,19,79,149
O0FBSD95009XXX,리브숄더BLACK,A,46,67,7,110
O2SBSD61048XXX,스텔라 숄더_CLOUD,A,25,4,97,23
CMZ110144,방울 캔디주머니 막대봉,B,49,66,74,133
RD-PM-002, 그녀가 공작저로 가야했던 사정 손거울B 아담,A,18,25,28,6
BGLMUMA003-V01,벨그림 스키니 컬 픽스카라 브라운,B,23,88,18,198
72SQ-010224,"포인트앤뷰 개인정보 보호필름 24"" W9",B,83,37,15,279
0210SET3,"크림세트C-크림 2,비누 1,헤어 1,크림샘플 1",B,44,21,36,59
358122321,SILVER Alpha 5W40,C,40,4,69,184
0214-02,마스크 (피부 진정 앤 미백) 낱장 1개,A,81,42,36,125
O1FBTT13144XXX,안나 미니 토트 BOTTLE GREEN,B,54,98,35,201
900002,빅아트세트,B,65,38,62,242
O1FCJK10078055,LEATHER BUTTON UP CROP JACKET,B,14,33,1,205
2130001111007,레지옹-다크브라운,A,92,13,46,213
7613036958981,스타벅스 카페 베로나 10캡슐,C,91,70,71,106
RM212S001WT240,RM212S001 WHITE,C,83,35,40,248
RM204H005GN,핸드메이드 소프트 셔닐 스크런치(오션) GREEN_F,C,64,94,6,193
